prot5285-prot20623,0.099
prot4956-prot20624,0.098
prot3651-prot20624,0.098
prot5368-prot20601,0.098
prot3754-prot20625,0.094
prot7010-prot20602,0.091
prot695-prot20601,0.091
prot5197-prot20631,0.091
prot8734-prot20631,0.089
prot16687-prot20631,0.088
prot11552-prot20601,0.087
prot16343-prot20631,0.086
prot13603-prot20628,0.085
prot5993-prot20603,0.083
prot6273-prot20601,0.083
prot8013-prot20631,0.081
prot6274-prot20601,0.080
prot15172-prot20631,0.079
prot8638-prot20631,0.078
prot11101-prot20631,0.077
prot17873-prot20631,0.077
prot985-prot20627,0.076
prot2640-prot20619,0.066
prot11555-prot20601,0.065
prot7965-prot20631,0.063
prot7078-prot20631,0.062
prot5673-prot20619,0.060
prot5103-prot20621,0.057
prot16292-prot20601,0.057
prot7110-prot20631,0.057
prot4732-prot20601,0.055
prot20274-prot20631,0.054
prot5779-prot20606,0.053
prot1999-prot20627,0.053
prot4562-prot20601,0.052
prot4551-prot20601,0.052
prot10255-prot20631,0.052
prot17265-prot20619,0.051
prot18358-prot20627,0.051
prot3977-prot20607,0.048
prot2334-prot20601,0.045
prot8103-prot20619,0.044
prot3897-prot20610,0.042
prot6792-prot20631,0.041
prot6706-prot20606,0.039
prot6557-prot20617,0.036
prot3681-prot20629,0.034
prot16318-prot20601,0.033
prot7718-prot20631,0.032
prot17029-prot20601,0.032
prot8643-prot20624,0.031
prot10390-prot20601,0.026
prot6002-prot20617,0.026
prot5824-prot20623,0.019
prot3355-prot20601,0.012
prot5233-prot20609,0.011
prot19603-prot20606,0.010
prot8525-prot20631,0.009
prot16668-prot20631,0.008
prot13611-prot20628,0.008
prot8332-prot20627,0.007
prot5314-prot20609,0.005
prot18050-prot20610,0.004
prot19579-prot20601,0.004
