node,name
prot10080,FAM171A1
prot10081,DIPK1B
prot10082,C1orf53
prot10083,SFMBT2
prot10084,AGAP7P
prot10085,LRCH2
prot10086,EFCAB2
prot10087,SDHAF4
prot10088,ANKRD20A3P
prot10089,AADACL3
prot10090,AADACL4
prot10091,-
prot10092,FOXD4L5
prot10093,OTUD1
prot10094,ARHGEF16
prot10095,CDKAL1
prot10096,KIAA0319
prot10097,ZNF691
prot10098,ATRNL1
prot10099,PPRC1
prot10100,TMEM244
prot10101,C1orf146
prot10102,FKBP1C
prot10103,IRAK1BP1
prot10104,MYSM1
prot10105,CCDC30
prot10106,SPATA31A6
prot10107,YOD1
prot10108,C1orf140
prot10109,GARNL3
prot10110,UBE2U
prot10111,METTL11B
prot10112,DCAF12L2
prot10113,AGAP6
prot10114,BROX
prot10115,FOCAD
prot10116,GPR107
prot10117,HACD4
prot10118,TAF3
prot10119,TCERG1L
prot10120,SNX30
prot10121,NBPF6
prot10122,IL23R
prot10123,PRAMEF18
prot10124,PRAMEF8
prot10125,PRAMEF9
prot10126,PRAMEF13
prot10127,TASOR2
prot10128,TENT5C
prot10129,MLIP
prot10130,RSBN1
prot10131,DAB2IP
prot10132,FYB2
prot10133,C1QL3
prot10134,KHDRBS2
prot10135,LYPLAL1
prot10136,SPATA1
prot10137,SUSD4
prot10138,SAMD13
prot10139,PRAMEF6
prot10140,PRAMEF7
prot10141,LIPN
prot10142,LIPK
prot10143,CDCP2
prot10144,SYPL2
prot10145,NKAIN2
prot10146,CHIC1
prot10147,SHOC1
prot10148,IER5
prot10149,PEAR1
prot10150,RAET1L
prot10151,MALRD1
prot10152,ECPAS
prot10153,C9orf131
prot10154,SPATA31A3
prot10155,MEDAG
prot10156,TUT7
prot10157,FOXB2
prot10158,SLX4IP
prot10159,RNLS
prot10160,ANKRD22
prot10161,LIPM
prot10162,NXNL2
prot10163,SHE
prot10164,TDRD10
prot10165,KIAA1614
prot10166,MORN5
prot10167,JAKMIP3
prot10168,IZUMO3
prot10169,DENND4C
prot10170,DMRTA1
prot10171,NAA35
prot10172,MBNL2
prot10173,TMEM268
prot10174,CARMIL1
prot10175,ZMYM4
prot10176,RRAGB
prot10177,STYXL2
prot10178,TEX36
prot10179,NUTM2G
prot10180,MFSD14C
prot10181,C10orf113
prot10182,METTL21C
prot10183,PLPP4
prot10184,ARMC3
prot10185,LIPJ
prot10186,ERICH6B
prot10187,OBI1
prot10188,TMEM236
prot10189,C9orf57
prot10190,USPL1
prot10191,BSPRY
prot10192,FAM160B1
prot10193,ZDHHC20
prot10194,SPRYD7
prot10195,-
prot10196,CST9
prot10197,CST9LP1
prot10198,RESP18
prot10199,TTC23
prot10200,-
prot10201,TENT4A
prot10202,CES4A
prot10203,LYSMD4
prot10204,KRT79
prot10205,FAM219B
prot10206,BTBD8
prot10207,MICOS13
prot10208,OTP
prot10209,FAM104B
prot10210,CARD17
prot10211,RNF123
prot10212,FBXO31
prot10213,FBXW9
prot10214,FBXW10
prot10215,ANO1
prot10216,GGNBP1
prot10217,CD276
prot10218,ALS2CL
prot10219,TRIQK
prot10220,ZKSCAN2
prot10221,TSHZ3
prot10222,AFMID
prot10223,PCNX4
prot10224,PLCXD3
prot10225,FAM205BP
prot10226,RNF213
prot10227,AP1AR
prot10228,EGFLAM
prot10229,TNS2
prot10230,SLC22A10
prot10231,KANK2
prot10232,NSUN5P2
prot10233,WASHC2A
prot10234,METRNL
prot10235,LPCAT4
prot10236,FRG2
prot10237,WDR25
prot10238,EEF1DP3
prot10239,SAXO2
prot10240,WSCD1
prot10241,STEAP3
prot10242,FAM90A2P
prot10243,FAM91A1
prot10244,ICE2
prot10245,LARP1B
prot10246,CEP135
prot10247,TBC1D9B
prot10248,ZNF385C
prot10249,DCAF15
prot10250,TMEM198
prot10251,MAP1S
prot10252,CPZ
prot10253,RUSC1-AS1
prot10254,E4F1
prot10255,PPP2R2D
prot10256,ARL6IP4
prot10257,ATG9B
prot10258,KAZN
prot10259,ATG16L1
prot10260,B3GNTL1
prot10261,RAP1GAP2
prot10262,MUC17
prot10263,STEAP4
prot10264,OLFML2A
prot10265,OLFML2B
prot10266,NUGGC
prot10267,CREB3L3
prot10268,ACSM2B
prot10269,TPGS2
prot10270,HGSNAT
prot10271,ARID2
prot10272,MROH7
prot10273,DIEXF
prot10274,GLT8D1
prot10275,SEL1L3
prot10276,LRRC66
prot10277,RPGRIP1L
prot10278,TNS3
prot10279,HAUS3
prot10280,SLFN13
prot10281,SPTY2D1
prot10282,PMS2CL
prot10283,TMEM215
prot10284,DENND2C
prot10285,NCR3LG1
prot10286,CCDC102B
prot10287,MBLAC2
prot10288,FMN1
prot10289,ANKS6
prot10290,PLA2G4F
prot10291,USF3
prot10292,LMBRD2
prot10293,ZNF776
prot10294,ZFYVE26
prot10295,MSL1
prot10296,C18orf63
prot10297,C2orf16
prot10298,CRYBG3
prot10299,KCTD16
prot10300,RNF43
prot10301,DKFZp781C0719
prot10302,FRMPD2
prot10303,ZNF626
prot10304,ZNF772
prot10305,INTS3
prot10306,ZNF57
prot10307,ARHGAP17
prot10308,KIAA0895L
prot10309,LHX8
prot10310,LEMD1
prot10311,DUPD1
prot10312,KCTD11
prot10313,SLC6A19
prot10314,TMEM42
prot10315,CDCA2
prot10316,NAIF1
prot10317,NCBP2AS2
prot10318,CWF19L1
prot10319,VIRMA
prot10320,SPECC1L
prot10321,ANKRD34A
prot10322,BRAWNIN
prot10323,STUM
prot10324,TMEM200B
prot10325,KRT40
prot10326,KRT39
prot10327,PDPK2P
prot10328,TXNDC8
prot10329,ZNF518A
prot10330,HEATR6
prot10331,ANKRD40
prot10332,SLC9A4
prot10333,BICRAL
prot10334,ZNF324B
prot10335,WWC2
prot10336,-
prot10337,ZNF660
prot10338,SCARA3
prot10339,TRIM68
prot10340,TIGD3
prot10341,KDM4D
prot10342,HBM
prot10343,IGFL4
prot10344,FCRLB
prot10345,CYB5R2
prot10346,REP15
prot10347,UHRF1BP1
prot10348,SP5
prot10349,AMMECR1L
prot10350,ZNF787
prot10351,ATL3
prot10352,CC2D2B
prot10353,ADAL
prot10354,TBC1D3G
prot10355,PLAG1
prot10356,RPL7L1
prot10357,LGALS9C
prot10358,PVRIG
prot10359,NXN
prot10360,TTC19
prot10361,H2BC20P
prot10362,MCTP2
prot10363,MCTP1
prot10364,FCRL6
prot10365,IQSEC1
prot10366,H2BC19P
prot10367,CDC42BPG
prot10368,GPR139
prot10369,DMKN
prot10370,AWAT2
prot10371,IL31
prot10372,ZNF470
prot10373,SUMO4
prot10374,CLEC6A
prot10375,GTF2IRD2B
prot10376,TTLL5
prot10377,VASN
prot10378,TXNRD3NB
prot10379,CARMIL2
prot10380,SFRP4
prot10381,H2AC19
prot10382,CIAPIN1
prot10383,ZFAND6
prot10384,FAAH2
prot10385,ALG1L
prot10386,SMYD5
prot10387,PTRHD1
prot10388,XAF1
prot10389,ITPRIPL1
prot10390,CTRB2
prot10391,OTUD7B
prot10392,PM20D1
prot10393,LAIR1
prot10394,TMEM225
prot10395,RALGAPA1
prot10396,RAET1G
prot10397,ABLIM2
prot10398,ISM2
prot10399,ASTL
prot10400,THOC7
prot10401,SIGIRR
prot10402,NADSYN1
prot10403,ELP2
prot10404,LAMTOR1
prot10405,DHRS7B
prot10406,GLYAT
prot10407,TWF2
prot10408,NCAPH2
prot10409,C22orf42
prot10410,GRAMD4
prot10411,DESI1
prot10412,PHETA2
prot10413,RTL6
prot10414,KIAA0930
prot10415,WBP2NL
prot10416,ASPHD2
prot10417,TMEM211
prot10418,TANGO2
prot10419,SLC35E4
prot10420,OVOS2
prot10421,OVOS1
prot10422,SPINK14
prot10423,JADE1
prot10424,DGAT2L7P
prot10425,TMEM132E
prot10426,SLFN12L
prot10427,SNRNP48
prot10428,OR5M10
prot10429,OR4C11
prot10430,OR4F29
prot10431,OR2T5
prot10432,OR2T2
prot10433,OR8G2P
prot10434,OR2A2
prot10435,OR52W1
prot10436,OR4A47
prot10437,OR10K2
prot10438,OR52E8
prot10439,OR6B2
prot10440,OR7E24
prot10441,SULT6B1
prot10442,SULT1C3
prot10443,CAPRIN2
prot10444,MRM1
prot10445,PPP4R3A
prot10446,FRMPD2B
prot10447,IQCE
prot10448,ETFRF1
prot10449,TYW3
prot10450,FAM71E1
prot10451,CYB5RL
prot10452,CENPP
prot10453,C11orf71
prot10454,TBC1D3C
prot10455,TCEAL6
prot10456,SPOPL
prot10457,CCSAP
prot10458,NAPEPLD
prot10459,ZNF770
prot10460,RAB12
prot10461,PLEKHA7
prot10462,DENND5A
prot10463,ADNP2
prot10464,SDE2
prot10465,TTBK2
prot10466,EIF5AL1
prot10467,GALNT17
prot10468,GRHL2
prot10469,LAIR2
prot10470,PTCRA
prot10471,ZNF425
prot10472,ANO7
prot10473,FAM166A
prot10474,SLC8B1
prot10475,STYK1
prot10476,RCSD1
prot10477,KLHL10
prot10478,ENSG00000277005
prot10479,ACAD10
prot10480,LCN12
prot10481,LCN10
prot10482,LCN8
prot10483,PYHIN1
prot10484,KRT80
prot10485,NIPBL
prot10486,SLC25A25
prot10487,GDF6
prot10488,KRTAP5-11
prot10489,KRTAP5-10
prot10490,KRTAP5-7
prot10491,KRTAP5-6
prot10492,KRTAP5-4
prot10493,KRTAP5-3
prot10494,KRTAP5-1
prot10495,PDE12
prot10496,FAM72D
prot10497,B4GALNT3
prot10498,HEPHL1
prot10499,PRR27
prot10500,HCP5
prot10501,LIN54
prot10502,PRR5L
prot10503,RGS7BP
prot10504,FSTL4
prot10505,CAPN13
prot10506,TET2
prot10507,TENM4
prot10508,ZNF280D
prot10509,OGFOD2
prot10510,NAA16
prot10511,MFSD5
prot10512,ALKBH2
prot10513,ANKRD26P1
prot10514,FAM53A
prot10515,RADX
prot10516,KIAA1841
prot10517,MYORG
prot10518,PHLDB3
prot10519,LRRC8E
prot10520,DENND10P1
prot10521,NANOGP8
prot10522,CCDC70
prot10523,ZSCAN25
prot10524,TIGD7
prot10525,SLC18B1
prot10526,CES5A
prot10527,GAGE2A
prot10528,CGB2
prot10529,CYP4F22
prot10530,HMBOX1
prot10531,TRNP1
prot10532,MRNIP
prot10533,APOBEC3H
prot10534,RHBDD2
prot10535,CCDC144NL
prot10536,GPAT2
prot10537,CHADL
prot10538,PSAPL1
prot10539,C11orf87
prot10540,PWWP2B
prot10541,SLC25A24
prot10542,REEP3
prot10543,TYW1B
prot10544,RETSAT
prot10545,ACSM5
prot10546,JHY
prot10547,ZNF746
prot10548,PPP4R4
prot10549,RINT1
prot10550,TMEM214
prot10551,RNF216P1
prot10552,TCTN3
prot10553,UGT3A1
prot10554,DPY19L2
prot10555,MFSD12
prot10556,CRACDL
prot10557,GPR153
prot10558,SWSAP1
prot10559,UFSP1
prot10560,MKRN9P
prot10561,RPL13AP3
prot10562,NIPAL1
prot10563,CDPF1
prot10564,ADAM5
prot10565,HIBCH
prot10566,RWDD4
prot10567,NEPRO
prot10568,RGMB
prot10569,PRPF40B
prot10570,ZNF774
prot10571,ZNF544
prot10572,ARMC6
prot10573,ESRP1
prot10574,DPY19L2P1
prot10575,EFCAB12
prot10576,FAM71F2
prot10577,NOXRED1
prot10578,IRGC
prot10579,TTI2
prot10580,PPP1R2B
prot10581,ANKRD54
prot10582,H3-5
prot10583,SLC30A6
prot10584,TAPT1
prot10585,KANK3
prot10586,JMJD6
prot10587,PPP1R18
prot10588,FAAP20
prot10589,STEAP1B
prot10590,MZT2B
prot10591,CAVIN1
prot10592,ZCCHC8
prot10593,CDC42EP5
prot10594,C8orf74
prot10595,FBXL22
prot10596,RPUSD3
prot10597,AADACL2
prot10598,FAM180B
prot10599,MIS18BP1
prot10600,MAST2
prot10601,DHX57
prot10602,MRPL54
prot10603,ERAP2
prot10604,LPCAT3
prot10605,PLB1
prot10606,CDC73
prot10607,SLC48A1
prot10608,PMF1
prot10609,GTF2H2C
prot10610,FAM117B
prot10611,ZNF343
prot10612,MRPL14
prot10613,SLC27A4
prot10614,LLGL2
prot10615,ARMCX5
prot10616,CC2D1A
prot10617,TATDN1
prot10618,LETMD1
prot10619,METTL2B
prot10620,MSANTD2
prot10621,DUS1L
prot10622,C3orf33
prot10623,C1orf94
prot10624,TAF2
prot10625,C8orf82
prot10626,ZNF529
prot10627,WDR93
prot10628,MED27
prot10629,ZFP1
prot10630,XRRA1
prot10631,EDC4
prot10632,CEP85
prot10633,TMEM53
prot10634,FAHD2B
prot10635,EBLN2
prot10636,PNCK
prot10637,PRMT9
prot10638,PRPF8
prot10639,TTC41P
prot10640,C16orf46
prot10641,NEK5
prot10642,DENND1B
prot10643,FBXO42
prot10644,ZNF585A
prot10645,DNAJC24
prot10646,NBPF10
prot10647,SCYL2
prot10648,TTC27
prot10649,PGBD2
prot10650,-
prot10651,MTFR2
prot10652,ACSM6
prot10653,PDXDC2P
prot10654,NIPAL3
prot10655,SFXN4
prot10656,PLBD1
prot10657,FAM122C
prot10658,GOLM2
prot10659,FUT10
prot10660,FDX2
prot10661,ARHGAP11A
prot10662,ATPSCKMT
prot10663,WDR73
prot10664,CNNM4
prot10665,NFRKB
prot10666,GGT6
prot10667,GUSBP11
prot10668,MZT2A
prot10669,FAHD1
prot10670,TNFAIP8L2
prot10671,KLC3
prot10672,LMOD2
prot10673,RPL22L1
prot10674,LEG1
prot10675,RNASEK
prot10676,SLC39A4
prot10677,C22orf39
prot10678,TMEM71
prot10679,PKN3
prot10680,CFAP161
prot10681,ERICH5
prot10682,ANKRD16
prot10683,ALKBH5
prot10684,TMEM81
prot10685,NOTUM
prot10686,FAM171B
prot10687,PDXDC1
prot10688,ZNF530
prot10689,GALNT18
prot10690,ZNF549
prot10691,MEAK7
prot10692,INTS5
prot10693,CCDC62
prot10694,TRIM40
prot10695,LRRC8B
prot10696,CYB5D1
prot10697,TMEM154
prot10698,ZNF449
prot10699,CNKSR3
prot10700,GIMAP6
prot10701,CSAG1
prot10702,VWA1
prot10703,RSBN1L
prot10704,ABHD17C
prot10705,SLC27A1
prot10706,EMB
prot10707,RFWD3
prot10708,PGM2L1
prot10709,FBXL19
prot10710,CTR9
prot10711,AAGAB
prot10712,SPAG11A
prot10713,ZNF880
prot10714,FAM199X
prot10715,PRSS54
prot10716,ZCCHC12
prot10717,KRTAP26-1
prot10718,TEX38
prot10719,GJB7
prot10720,TMEM88
prot10721,TUBA3E
prot10722,PODNL1
prot10723,ZNF613
prot10724,TTC23L
prot10725,TRMT10B
prot10726,KLHL35
prot10727,MORN3
prot10728,PPIP5K1
prot10729,ZNF790
prot10730,PSRC1
prot10731,TTC37
prot10732,DRICH1
prot10733,BORA
prot10734,C16orf87
prot10735,DCUN1D2
prot10736,ULK3
prot10737,IYD
prot10738,CNIH2
prot10739,SHQ1
prot10740,KCTD18
prot10741,DARS2
prot10742,LILRA6
prot10743,BHLHB9
prot10744,TMEM65
prot10745,HOATZ
prot10746,INO80C
prot10747,TTC33
prot10748,KLHDC10
prot10749,SYCE2
prot10750,MYO7B
prot10751,CCDC174
prot10752,HAGHL
prot10753,FBXO38
prot10754,KCNIP4
prot10755,SLC23A3
prot10756,KCNV1
prot10757,NCEH1
prot10758,FOXR1
prot10759,SLC25A34
prot10760,FIGNL1
prot10761,ARMH1
prot10762,TENT2
prot10763,TRAT1
prot10764,SPSB3
prot10765,FBXO46
prot10766,TRIM65
prot10767,POMZP3
prot10768,RHBDF2
prot10769,MIDEAS
prot10770,BRAT1
prot10771,LRFN4
prot10772,WDR59
prot10773,DCLRE1A
prot10774,FOXR2
prot10775,ZC3H14
prot10776,CNST
prot10777,CCDC137
prot10778,OGFOD3
prot10779,DNM1P34
prot10780,ZNF773
prot10781,TXNDC11
prot10782,LARP1
prot10783,DHRS4L2
prot10784,DOK6
prot10785,ATAD2
prot10786,TMED8
prot10787,BRICD5
prot10788,SLC30A9
prot10789,XKRX
prot10790,GPR179
prot10791,CEMP1
prot10792,CPLX2
prot10793,SLC2A7
prot10794,TRAF7
prot10795,SLC25A47
prot10796,LVRN
prot10797,CRIP3
prot10798,SPAG17
prot10799,APOA5
prot10800,-
prot10801,CD200R1L
prot10802,TMEM220
prot10803,CORO6
prot10804,DEGS2
prot10805,PAOX
prot10806,FIGLA
prot10807,USP17L6P
prot10808,ADGRD1
prot10809,BLOC1S3
prot10810,BLOC1S2
prot10811,ZBED9
prot10812,RICTOR
prot10813,USP17L2
prot10814,WDR74
prot10815,DUX4L9
prot10816,BRWD3
prot10817,VHLL
prot10818,C19orf48
prot10819,SPATA8
prot10820,AGTRAP
prot10821,POTEH
prot10822,POTEG
prot10823,SHC4
prot10824,POTEE
prot10825,POTEA
prot10826,ZNF474
prot10827,TSSK4
prot10828,FAM111B
prot10829,TBPL2
prot10830,SAMD1
prot10831,SMARCD3
prot10832,SARM1
prot10833,RASL11A
prot10834,ARL9
prot10835,SLC22A25
prot10836,PLPPR3
prot10837,NHS
prot10838,PAQR6
prot10839,PAQR3
prot10840,KLHL17
prot10841,CFAP94
prot10842,CCDC171
prot10843,KLHL24
prot10844,PADI6
prot10845,OPN5
prot10846,ZNF322
prot10847,SLC4A10
prot10848,IGF2-AS
prot10849,METAP1D
prot10850,MTHFD1L
prot10851,ANKRD12
prot10852,ANKRD11
prot10853,SPINT4
prot10854,TMEM270
prot10855,AFTPH
prot10856,FIP1L1
prot10857,PLET1
prot10858,TEPP
prot10859,CRTC3
prot10860,CRTC1
prot10861,SASS6
prot10862,CSPG4
prot10863,KCNT2
prot10864,CLEC2A
prot10865,MOXD1
prot10866,CBLN3
prot10867,CYP20A1
prot10868,SFTA2
prot10869,REG3G
prot10870,IGFL1
prot10871,SPESP1
prot10872,ATRAID
prot10873,PCSK4
prot10874,POGLUT2
prot10875,TMEM205
prot10876,UQCC3
prot10877,EPGN
prot10878,IL27RA
prot10879,PRSS55
prot10880,C16orf54
prot10881,LRSAM1
prot10882,CLPSL2
prot10883,SCIMP
prot10884,UNQ5815/PRO19632
prot10885,NXPE4
prot10886,FAM180A
prot10887,GASK1B
prot10888,TEX261
prot10889,PARM1
prot10890,SHISA2
prot10891,TMCO3
prot10892,CD164L2
prot10893,GPR15L
prot10894,SUSD1
prot10895,KIRREL2
prot10896,GLIPR1L1
prot10897,LCTL
prot10898,UGT2A3
prot10899,LYPD4
prot10900,LYPD5
prot10901,SPINK6
prot10902,DHRS11
prot10903,LCLAT1
prot10904,SBSN
prot10905,LYZL1
prot10906,IGFL2
prot10907,ENPP6
prot10908,PET117
prot10909,ENHO
prot10910,C5orf46
prot10911,GLB1L
prot10912,C6orf89
prot10913,MPZL3
prot10914,ENPP7
prot10915,SHISAL2A
prot10916,LCN15
prot10917,CES3
prot10918,TMEM207
prot10919,HHIPL2
prot10920,ARSK
prot10921,PRSS57
prot10922,OLFML1
prot10923,ABRAXAS1
prot10924,LMBR1L
prot10925,CWC27
prot10926,OLFM4
prot10927,DHRS13
prot10928,LAYN
prot10929,VSTM1
prot10930,SNORC
prot10931,AMTN
prot10932,TMEM107
prot10933,BTNL8
prot10934,ALKAL2
prot10935,C17orf99
prot10936,METTL7B
prot10937,DRAM2
prot10938,XKR5
prot10939,PLXDC2
prot10940,B3GNT9
prot10941,C16orf89
prot10942,LYPD8
prot10943,ZDHHC24
prot10944,C6orf15
prot10945,FAM131A
prot10946,IGFL3
prot10947,CXCL17
prot10948,LYPD2
prot10949,CLEC4G
prot10950,PI16
prot10951,MAMDC4
prot10952,HRCT1
prot10953,SEZ6L2
prot10954,SLC49A3
prot10955,BTNL3
prot10956,TMEM108
prot10957,CLEC18B
prot10958,ELAPOR1
prot10959,CD300LG
prot10960,BTNL9
prot10961,ANGPTL8
prot10962,CRELD2
prot10963,CCBE1
prot10964,PAMR1
prot10965,VIT
prot10966,NPNT
prot10967,ISLR2
prot10968,LRRN1
prot10969,IL20RB
prot10970,LRIG3
prot10971,TREML4
prot10972,TOMM20L
prot10973,CLEC9A
prot10974,WDR82
prot10975,TMEM14EP
prot10976,FAM151B
prot10977,UNQ9370/PRO34162
prot10978,C2orf66
prot10979,UNQ6190/PRO20217
prot10980,SERPINA13P
prot10981,UNQ6494/PRO21346
prot10982,UNQ6493/PRO21345
prot10983,CLEC19A
prot10984,CASP12
prot10985,ALKAL1
prot10986,ABHD15
prot10987,UNQ9165/PRO28630
prot10988,GSG1L
prot10989,TMEM92
prot10990,GFRAL
prot10991,IZUMO2
prot10992,UNQ6126/PRO20091
prot10993,APOOL
prot10994,ITIH6
prot10995,RSPO2
prot10996,BAIAP2L2
prot10997,TMC5
prot10998,TMIGD1
prot10999,CD300LD
prot11000,UNC5D
prot11001,LRRC31
prot11002,CEACAM20
prot11003,DLK2
prot11004,UNQ5830/PRO19650/PRO19816
prot11005,ADAMTSL4
prot11006,LINGO4
prot11007,PATE2
prot11008,DLEU7
prot11009,FAT4
prot11010,CYP26C1
prot11011,DCHS2
prot11012,DPP8
prot11013,CFAP299
prot11014,ZNF562
prot11015,KSR2
prot11016,FOXD4L3
prot11017,WASH2P
prot11018,ATF7IP
prot11019,RANBP10
prot11020,TFAP2E
prot11021,NHLRC1
prot11022,CYP2R1
prot11023,PACS1
prot11024,DPPA3
prot11025,BCOR
prot11026,LINC00575
prot11027,GDPD4
prot11028,MUC6
prot11029,NPSR1
prot11030,RAD9B
prot11031,MPRIP
prot11032,RAB11FIP1
prot11033,CHRDL2
prot11034,HEPN1
prot11035,IGSF10
prot11036,ZYG11A
prot11037,C12orf54
prot11038,SOSTDC1
prot11039,NSMF
prot11040,ZPBP2
prot11041,FBXW12
prot11042,PP632
prot11043,ASCL4
prot11044,RBMS3
prot11045,SCGB1D4
prot11046,CASC2
prot11047,RPTN
prot11048,TPTE2
prot11049,NAPRT
prot11050,SLC30A10
prot11051,DSTYK
prot11052,LINC00114
prot11053,LBX2
prot11054,SYT10
prot11055,LIPI
prot11056,DNMBP
prot11057,HACD2
prot11058,B3GLCT
prot11059,DNAJC14
prot11060,GIGYF2
prot11061,SLC36A4
prot11062,COX6B2
prot11063,CD109
prot11064,THADA
prot11065,TMEM64
prot11066,ENSG00000276565
prot11067,HSDL2
prot11068,KYAT3
prot11069,B3GNT6
prot11070,TMEM184A
prot11071,SIGLEC15
prot11072,SPNS3
prot11073,CERS6
prot11074,SLC39A5
prot11075,PPP1R21
prot11076,GLDN
prot11077,SCARA5
prot11078,IL34
prot11079,CYHR1
prot11080,ADAMTSL5
prot11081,PDZRN4
prot11082,CCNI2
prot11083,THSD4
prot11084,AATK
prot11085,LDHAL6A
prot11086,TMPRSS11A
prot11087,ZNF852
prot11088,ZNF783
prot11089,STAC2
prot11090,KDM7A
prot11091,DTHD1
prot11092,C3P1
prot11093,TRIM72
prot11094,PPP4R3C
prot11095,LEKR1
prot11096,ZNF730
prot11097,KIF6
prot11098,ZNF782
prot11099,EML6
prot11100,SPOCD1
prot11101,WDR88
prot11102,ZNF517
prot11103,RNF19B
prot11104,SYNE3
prot11105,MAMSTR
prot11106,LINC00322
prot11107,MEX3B
prot11108,ZNF813
prot11109,ZNF66
prot11110,ZNF793
prot11111,MAP3K15
prot11112,LIN28B
prot11113,AEBP2
prot11114,ZNF841
prot11115,MACC1
prot11116,BNC2
prot11117,ETV3L
prot11118,UNC5A
prot11119,DEF8
prot11120,ZNF574
prot11121,ZFP2
prot11122,GBP6
prot11123,DPY19L2P2
prot11124,ZNF705A
prot11125,CCDC81
prot11126,-
prot11127,ZNF836
prot11128,RNF111
prot11129,FRRS1
prot11130,-
prot11131,NFXL1
prot11132,AGMO
prot11133,ZNF704
prot11134,MBOAT1
prot11135,ATG14
prot11136,RUFY4
prot11137,ACP7
prot11138,ZNF620
prot11139,ZNF600
prot11140,DBX2
prot11141,KRBA2
prot11142,ZNF497
prot11143,GCNT7
prot11144,NBEAL2
prot11145,TIFAB
prot11146,FGD5
prot11147,TEX43
prot11148,LRRC69
prot11149,TMEM91
prot11150,GDPGP1
prot11151,SHLD3
prot11152,RBM44
prot11153,SLC66A1
prot11154,BICDL1
prot11155,ATP11AUN
prot11156,TMEM182
prot11157,CCDC141
prot11158,C16orf47
prot11159,-
prot11160,SDIM1
prot11161,DGAT2L6
prot11162,DPY19L3
prot11163,FOXI2
prot11164,SLCO4C1
prot11165,SPATA31D1
prot11166,WDR87
prot11167,CFAP77
prot11168,-
prot11169,-
prot11170,ZNF788P
prot11171,IDO2
prot11172,LIAT1
prot11173,LRRC74B
prot11174,GADL1
prot11175,-
prot11176,-
prot11177,DNAH12
prot11178,PLEKHG7
prot11179,ZNF493
prot11180,-
prot11181,RTL4
prot11182,C17orf107
prot11183,C4orf50
prot11184,ZNF818P
prot11185,RNF207
prot11186,-
prot11187,CATSPERG
prot11188,OTOG
prot11189,C15orf39
prot11190,ARHGAP36
prot11191,CCDC73
prot11192,-
prot11193,-
prot11194,PRR23C
prot11195,-
prot11196,QSOX2
prot11197,MMS22L
prot11198,TLCD5
prot11199,LRRC9
prot11200,SRCAP
prot11201,ITPRID1
prot11202,PRR23B
prot11203,-
prot11204,FAM83H
prot11205,LINC00696
prot11206,-
prot11207,RBPMS2
prot11208,C9orf47
prot11209,DNM1P46
prot11210,CLEC17A
prot11211,RINL
prot11212,RIPOR1
prot11213,ZNF662
prot11214,NBEAL1
prot11215,-
prot11216,-
prot11217,-
prot11218,COLCA1
prot11219,PEAK3
prot11220,WDFY4
prot11221,RGS9BP
prot11222,GK5
prot11223,-
prot11224,C1orf229
prot11225,LRRC55
prot11226,-
prot11227,LINC00299
prot11228,ZBTB49
prot11229,RBM43
prot11230,RNF165
prot11231,INSYN2A
prot11232,CAPN12
prot11233,C1orf122
prot11234,SHISA6
prot11235,NTM-AS1
prot11236,SLC16A12
prot11237,-
prot11238,-
prot11239,-
prot11240,-
prot11241,ZNF621
prot11242,MFSD6
prot11243,COL25A1-DT
prot11244,LCNL1
prot11245,CYP2G1P
prot11246,-
prot11247,PPP1R3F
prot11248,ARHGEF18
prot11249,TSHZ1
prot11250,TBC1D9
prot11251,UBR3
prot11252,TMPPE
prot11253,FAM43B
prot11254,BARGIN
prot11255,ZNF826P
prot11256,SLC25A48
prot11257,TTLL7
prot11258,TRIM67
prot11259,ZNF833P
prot11260,-
prot11261,-
prot11262,RFLNA
prot11263,-
prot11264,ANKRD13D
prot11265,RASSF6
prot11266,CDHR3
prot11267,CFAP47
prot11268,ZNF516-DT
prot11269,CIBAR2
prot11270,EP400P1
prot11271,TPGS1
prot11272,C7orf65
prot11273,MSANTD1
prot11274,SEPTIN14
prot11275,CRACD
prot11276,CLEC20A
prot11277,KIAA0408
prot11278,CFAP65
prot11279,UBN2
prot11280,BEND4
prot11281,FAM205A
prot11282,CEP128
prot11283,MROH5
prot11284,SPATA31D4
prot11285,SPATA31E1
prot11286,LINC00336
prot11287,-
prot11288,TPRG1
prot11289,C3orf62
prot11290,PIK3AP1
prot11291,TMEM26
prot11292,C8orf86
prot11293,ARHGAP27
prot11294,CCDC121
prot11295,CCDC149
prot11296,NKAPD1
prot11297,FRMD7
prot11298,-
prot11299,CCDC9B
prot11300,DENND5B
prot11301,FOXL2NB
prot11302,ACOT7L
prot11303,TOGARAM2
prot11304,LHFPL2
prot11305,PNPLA7
prot11306,RFX8
prot11307,C22orf34
prot11308,LINC00173
prot11309,FAM47E
prot11310,LANCL3
prot11311,FGD6
prot11312,C9orf139
prot11313,C2orf91
prot11314,SH2D5
prot11315,NYAP1
prot11316,STOX1
prot11317,PHLPP2
prot11318,GOLT1A
prot11319,GPRIN3
prot11320,-
prot11321,ESPNL
prot11322,TMEM179
prot11323,NUDT18
prot11324,KIAA1549L
prot11325,-
prot11326,TOM1L2
prot11327,SEM1
prot11328,HJV
prot11329,-
prot11330,FAM183BP
prot11331,TTLL10
prot11332,CFAP20DC
prot11333,-
