node,name
prot3028,ELP1
prot3029,UBL3
prot3030,GABARAP
prot3031,NDUFA3
prot3032,NDUFB4
prot3033,NDUFB8
prot3034,CDRT1
prot3035,SCEL
prot3036,GAS8-AS1
prot3037,NDUFB2
prot3038,CACNA1H
prot3039,NDUFA7
prot3040,VAMP5
prot3041,UNC5C
prot3042,OAZ2
prot3043,CSPG5
prot3044,RTN3
prot3045,KLHL2
prot3046,RCBTB2
prot3047,ZNF205
prot3048,LETM1
prot3049,PCDH8
prot3050,EPN2
prot3051,STBD1
prot3052,LEPROTL1
prot3053,ZRANB2
prot3054,SNX4
prot3055,OR5F1
prot3056,OR6A2
prot3057,ZWINT
prot3058,VENTX
prot3059,LUC7L3
prot3060,KIF20A
prot3061,APOL3
prot3062,LRAT
prot3063,SPDEF
prot3064,KIF4A
prot3065,MBD4
prot3066,SBF1
prot3067,GOSR1
prot3068,KAT7
prot3069,ABCC6
prot3070,IL18RAP
prot3071,GADD45G
prot3072,SLC25A14
prot3073,KCNH1
prot3074,ATE1
prot3075,PDE8B
prot3076,HTR3B
prot3077,RASGRP1
prot3078,TNKS
prot3079,CCNDBP1
prot3080,LYPD3
prot3081,KCNK5
prot3082,VAPB
prot3083,RASAL1
prot3084,SNAPIN
prot3085,MPZL1
prot3086,NDUFC2
prot3087,NDUFA10
prot3088,FKBP9
prot3089,CELF2
prot3090,PGLS
prot3091,PAPSS2
prot3092,ABCB11
prot3093,SIX3
prot3094,SMC2
prot3095,ATG7
prot3096,TACC2
prot3097,TRIM16
prot3098,FARS2
prot3099,ZBTB7A
prot3100,OR2C1
prot3101,LYPLA2
prot3102,IPO7
prot3103,ARIH2
prot3104,GJB5
prot3105,TNFAIP8
prot3106,MAP3K6
prot3107,CCN4
prot3108,CCN6
prot3109,GDF11
prot3110,SLU7
prot3111,BMP10
prot3112,PGM3
prot3113,GCNT3
prot3114,MOCS3
prot3115,PLEKHA8P1
prot3116,RAPGEF3
prot3117,UTS2
prot3118,CD2BP2
prot3119,MED26
prot3120,ZFYVE9
prot3121,CNIH1
prot3122,TNFRSF6B
prot3123,ZIC2
prot3124,TIAF1
prot3125,BRI3
prot3126,SOX14
prot3127,DEXI
prot3128,SVIL
prot3129,PIGN
prot3130,PAPLN
prot3131,BAG4
prot3132,AHSA1
prot3133,SLC34A2
prot3134,APOM
prot3135,LCA5L
prot3136,ADAMTS2
prot3137,GJB6
prot3138,PARN
prot3139,TGDS
prot3140,PSMG1
prot3141,MATN4
prot3142,LARGE1
prot3143,FMNL1
prot3144,SGPL1
prot3145,CLDN7
prot3146,SYNGR4
prot3147,SIX6
prot3148,CTDNEP1
prot3149,ABCA1
prot3150,NSA2
prot3151,H6PD
prot3152,CLDN9
prot3153,SEC24A
prot3154,SEC24B
prot3155,ADGRL2
prot3156,VNN1
prot3157,VNN2
prot3158,CLDN14
prot3159,NPTXR
prot3160,CBX6
prot3161,PRAMEF1
prot3162,PRAMEF12
prot3163,SLC2A10
prot3164,NADK
prot3165,TDP2
prot3166,C1orf105
prot3167,SFT2D2
prot3168,MPC2
prot3169,C22orf31
prot3170,METTL18
prot3171,ETHE1
prot3172,ACSL3
prot3173,KLF8
prot3174,POLR1A
prot3175,PCNT
prot3176,YEATS4
prot3177,DUS4L
prot3178,ADCY5
prot3179,ZBTB11
prot3180,ANP32D
prot3181,CNOT4
prot3182,STAMBP
prot3183,NTN1
prot3184,FSTL3
prot3185,CPSF4
prot3186,NFATC1
prot3187,DIRAS3
prot3188,NTSR2
prot3189,ATP6V1G2
prot3190,ASMTL
prot3191,ECEL1
prot3192,CDS2
prot3193,EYA4
prot3194,KRT75
prot3195,CEP43
prot3196,PPP1R3D
prot3197,BRD1
prot3198,APBB3
prot3199,POP4
prot3200,LY86
prot3201,HERC2
prot3202,CXCL14
prot3203,RAB3D
prot3204,ESRRB
prot3205,SNAP29
prot3206,CRTAM
prot3207,CPNE6
prot3208,PMS2P2
prot3209,OXSR1
prot3210,GGPS1
prot3211,FGF19
prot3212,LDOC1
prot3213,SEMA4F
prot3214,RAB36
prot3215,HSPA4L
prot3216,PTBP3
prot3217,TBC1D8
prot3218,IL33
prot3219,STARD3NL
prot3220,LSM8
prot3221,ZNF682
prot3222,AP2A1
prot3223,WIZ
prot3224,DDX58
prot3225,ZMYM6
prot3226,STAU1
prot3227,GPR75
prot3228,TTC4
prot3229,NDST3
prot3230,TMEM50A
prot3231,CAVIN2
prot3232,CER1
prot3233,BAG2
prot3234,BAG3
prot3235,MAP4K4
prot3236,MLYCD
prot3237,CRYZL1
prot3238,AIFM1
prot3239,CLDN1
prot3240,CLIC3
prot3241,EML2
prot3242,LATS1
prot3243,GNA14
prot3244,GLP2R
prot3245,ANGPTL1
prot3246,GUCA1C
prot3247,SLC25A27
prot3248,NUDT14
prot3249,TSPAN13
prot3250,TSPAN15
prot3251,TSPAN12
prot3252,BPNT1
prot3253,SNAI1
prot3254,FADS2
prot3255,DDAH2
prot3256,MPIG6B
prot3257,LY6G6C
prot3258,LY6G6D
prot3259,ABHD16A
prot3260,GPANK1
prot3261,C6orf47
prot3262,WDPCP
prot3263,TXNDC12
prot3264,DLGAP3
prot3265,OLFM2
prot3266,TRUB2
prot3267,ECD
prot3268,SLC16A8
prot3269,OR2H2
prot3270,TTLL1
prot3271,EPPIN
prot3272,SYF2
prot3273,CBX7
prot3274,TGM6
prot3275,TBX18
prot3276,EOMES
prot3277,NCR2
prot3278,TBX6
prot3279,ONECUT2
prot3280,FTCD
prot3281,ITGBL1
prot3282,EFEMP2
prot3283,SCGB1D1
prot3284,SCGB1D2
prot3285,LGI1
prot3286,CD160
prot3287,BMP15
prot3288,IGSF6
prot3289,S1PR4
prot3290,RECK
prot3291,MBD3
prot3292,TOP3B
prot3293,TCL1B
prot3294,NUDT3
prot3295,FAM107A
prot3296,CH25H
prot3297,AGR2
prot3298,GAS8
prot3299,APC2
prot3300,PTTG1
prot3301,IL18BP
prot3302,BCL10
prot3303,NDUFB10
prot3304,PPP1R17
prot3305,CXorf1
prot3306,HAND1
prot3307,CLPTM1
prot3308,ZBED1
prot3309,MOCS2
prot3310,TOMM40
prot3311,NAPSA
prot3312,PEX11B
prot3313,PAK4
prot3314,WNT11
prot3315,DNAL4
prot3316,CHEK2
prot3317,APBA3
prot3318,ACTL6A
prot3319,CCNE2
prot3320,B3GALT4
prot3321,NSD2
prot3322,HMHB1
prot3323,MT-CYB
prot3324,CYB5A
prot3325,ADH1B
prot3326,ADH1C
prot3327,LDHA
prot3328,ALDH1A1
prot3329,GLUD1
prot3330,DHFR
prot3331,CYB5R3
prot3332,GSR
prot3333,MT-CO1
prot3334,MT-CO2
prot3335,MT-CO3
prot3336,PAH
prot3337,SOD1
prot3338,CP
prot3339,F8
prot3340,OTC
prot3341,F13A1
prot3342,PNP
prot3343,HPRT1
prot3344,GOT2
prot3345,ABL1
prot3346,EGFR
prot3347,MOS
prot3348,PGK1
prot3349,AK1
prot3350,LALBA
prot3351,F2
prot3352,C1R
prot3353,HP
prot3354,HPR
prot3355,F9
prot3356,F10
prot3357,CFD
prot3358,PLG
prot3359,F12
prot3360,PLAU
prot3361,PLAT
prot3362,CFB
prot3363,REN
prot3364,ADA
prot3365,MT-ATP6
prot3366,CA1
prot3367,CA2
prot3368,ASS1
prot3369,OAS1
prot3370,SPINK1
prot3371,SERPINC1
prot3372,SERPINA1
prot3373,SERPINA3
prot3374,AGT
prot3375,A2M
prot3376,C3
prot3377,C5
prot3378,TIMP1
prot3379,CST3
prot3380,CST4
prot3381,CST1
prot3382,CSTA
prot3383,KNG1
prot3384,FOS
prot3385,MYC
prot3386,NRAS
prot3387,HRAS
prot3388,KRAS
prot3389,PDGFB
prot3390,LDLR
prot3391,EGF
prot3392,TGFA
prot3393,TGFB1
prot3394,NGF
prot3395,GNRH1
prot3396,NPPA
prot3397,OXT
prot3398,AVP
prot3399,POMC
prot3400,PENK
prot3401,PDYN
prot3402,CGA
prot3403,TSHB
prot3404,FSHB
prot3405,LHB
prot3406,PRL
prot3407,GH1
prot3408,GH2
prot3409,CALCA
prot3410,TG
prot3411,PTH
prot3412,GCG
prot3413,VIP
prot3414,GHRH
prot3415,PPY
prot3416,NPY
prot3417,INS
prot3418,IGF2
prot3419,GAST
prot3420,LTA
prot3421,TNF
prot3422,IFNA1
prot3423,IFNA2
prot3424,IFNA10
prot3425,IFNA7
prot3426,IFNA21
prot3427,IFNA5
prot3428,IFNA14
prot3429,IFNA17
prot3430,IFNB1
prot3431,IFNG
prot3432,IL1A
prot3433,IL1B
prot3434,EPO
prot3435,IL2RA
prot3436,JCHAIN
prot3437,IGKV1D-33
prot3438,IGKV1-33
prot3439,IGKV1-39
prot3440,IGKV1-17
prot3441,IGKV1D-16
prot3442,IGKV1-5
prot3443,IGKV1D-12
prot3444,IGKV2D-40
prot3445,IGKV2D-28
prot3446,IGKV3-20
prot3447,IGKV3-15
prot3448,IGLV1-44
prot3449,IGLV1-47
prot3450,IGLV1-51
prot3451,IGLV1-40
prot3452,IGLV2-14
prot3453,IGLV2-23
prot3454,IGLV2-11
prot3455,IGLV2-8
prot3456,IGLV3-19
prot3457,IGLV3-1
prot3458,IGLV3-25
prot3459,IGLV3-27
prot3460,IGLV6-57
prot3461,CD4
prot3462,CD8A
prot3463,TRBV12-3
prot3464,TRAV8-4
prot3465,IGHV1-69
prot3466,IGHV1-46
prot3467,IGHV3-11
prot3468,IGHV3-48
prot3469,IGHV3-23
prot3470,IGHV3-13
prot3471,IGHV3-53
prot3472,IGHV3-30
prot3473,IGHV3-33
prot3474,IGHV3-7
prot3475,IGHV3-9
prot3476,IGHV2-70
prot3477,IGHV2-5
prot3478,IGHV4-39
prot3479,IGHV4-59
prot3480,PIGR
prot3481,IGKC
prot3482,TRAC
prot3483,TRBC1
prot3484,IGHE
prot3485,IGHG1
prot3486,IGHG2
prot3487,IGHG3
prot3488,IGHG4
prot3489,IGHM
prot3490,IGHA1
prot3491,IGHA2
prot3492,IGHD
prot3493,HLA-B
prot3494,HLA-H
prot3495,HLA-DRA
prot3496,HLA-DQA2
prot3497,HLA-DQA1
prot3498,HLA-DRB1
prot3499,HLA-DQB1
prot3500,HBZ
prot3501,HBD
prot3502,HBE1
prot3503,MB
prot3504,COL1A1
prot3505,COL2A1
prot3506,COL3A1
prot3507,COL4A1
prot3508,CRYAA
prot3509,CRYAB
prot3510,KRT14
prot3511,KRT6A
prot3512,LMNA
prot3513,SPTA1
prot3514,TNNC2
prot3515,APOA1
prot3516,APOE
prot3517,APOA2
prot3518,APOC1
prot3519,APOC2
prot3520,APOC3
prot3521,FGA
prot3522,FGB
prot3523,FGG
prot3524,MBP
prot3525,PMP2
prot3526,CHRNA1
prot3527,GYPA
prot3528,SLC4A1
prot3529,CRP
prot3530,APCS
prot3531,C1QA
prot3532,C1QB
prot3533,C1QC
prot3534,C9
prot3535,APOH
prot3536,LRG1
prot3537,FN1
prot3538,RBP4
prot3539,AMBP
prot3540,ORM1
prot3541,AHSG
prot3542,TTR
prot3543,ALB
prot3544,AFP
prot3545,GC
prot3546,PPBP
prot3547,PF4
prot3548,CXCL10
prot3549,TFRC
prot3550,TF
prot3551,LTF
prot3552,HPX
prot3553,FTL
prot3554,FTH1
prot3555,MT2A
prot3556,STATH
prot3557,PRH1
prot3558,PRB2
prot3559,SMR3B
prot3560,BGLAP
prot3561,ESR1
prot3562,MT-ND1
prot3563,MT-ND2
prot3564,MT-ND3
prot3565,MT-ND4L
prot3566,MT-ND4
prot3567,MT-ND5
prot3568,MT-ND6
prot3569,MT-ATP8
prot3570,ANG
prot3571,F11
prot3572,KLKB1
prot3573,MMP1
prot3574,AMH
prot3575,SLPI
prot3576,TRGV3
prot3577,TRGC2
prot3578,OPN1SW
prot3579,OPN1LW
prot3580,OPN1MW
prot3581,C4BPA
prot3582,VTN
prot3583,HMGCR
prot3584,CAT
prot3585,RAF1
prot3586,DNTT
prot3587,PLA2G1B
prot3588,GBA
prot3589,FUCA1
prot3590,PROC
prot3591,ALDOA
prot3592,CSTB
prot3593,ANXA1
prot3594,PDGFA
prot3595,RLN2
prot3596,APOB
prot3597,CLPS
prot3598,CSF2
prot3599,NR3C1
prot3600,TFF1
prot3601,PRNP
prot3602,SOD2
prot3603,LCAT
prot3604,OAT
prot3605,TK1
prot3606,HRG
prot3607,MYCN
prot3608,MAS1
prot3609,IGLV7-43
prot3610,THY1
prot3611,A1BG
prot3612,CD74
prot3613,CD3D
prot3614,KRT6B
prot3615,KRT1
prot3616,S100B
prot3617,VWF
prot3618,SHBG
prot3619,SEMG1
prot3620,PRB1
prot3621,TUBB4A
prot3622,GAPDH
prot3623,ASL
prot3624,IGKV1-16
prot3625,IGKV1D-39
prot3626,IGKV3-11
prot3627,TRBV7-9
prot3628,TRAV29DV5
prot3629,HLA-A
prot3630,HLA-DPB1
prot3631,PRM1
prot3632,PRM2
prot3633,ERBB2
prot3634,WNT1
prot3635,NTRK1
prot3636,CAPNS1
prot3637,TP53
prot3638,MT1A
prot3639,MT1E
prot3640,MT1F
prot3641,AMY1A
prot3642,AMY2A
prot3643,HSPB1
prot3644,CYP1A1
prot3645,RLN1
prot3646,TYMS
prot3647,CYBB
prot3648,RPN1
prot3649,RPN2
prot3650,GNAI2
prot3651,H2AC4
prot3652,SLC4A2
prot3653,GYPC
prot3654,IFNW1
prot3655,IFNA6
prot3656,IFNA4
prot3657,IFNA16
prot3658,IGF1
prot3659,ATP1A1
prot3660,ATP1B1
prot3661,CHGB
prot3662,ALDOB
prot3663,APP
prot3664,ARG1
prot3665,APOD
prot3666,ALDH2
prot3667,CYP17A1
prot3668,ITGB3
prot3669,ITGB2
prot3670,CYP11A1
prot3671,S100A8
prot3672,INHA
prot3673,IL4
prot3674,IL5
prot3675,HMGN1
prot3676,SERPINB2
prot3677,SERPINE1
prot3678,PRKCG
prot3679,SLC25A5
prot3680,SERPINA5
prot3681,SERPING1
prot3682,CFI
prot3683,F13B
prot3684,ISG15
prot3685,LGALS2
prot3686,MPO
prot3687,PCCA
prot3688,PCCB
prot3689,CYP1A2
prot3690,CYP2E1
prot3691,ALPL
prot3692,ALPP
prot3693,EIF2S1
prot3694,HMGN2
prot3695,FGF1
prot3696,IL6
prot3697,EDN1
prot3698,ICAM1
prot3699,RPLP1
prot3700,RPLP2
prot3701,RPLP0
prot3702,SCG5
prot3703,JUN
prot3704,FABP3
prot3705,POLR3D
prot3706,REG1A
prot3707,CLEC3B
prot3708,SSB
prot3709,ATP5MC1
prot3710,HLA-DQB2
prot3711,SERPINA7
prot3712,SERPIND1
prot3713,TFAP2A
prot3714,ITGB1
prot3715,PRKCB
prot3716,KRT18
prot3717,KRT8
prot3718,CRYBA1
prot3719,CSN2
prot3720,CALB1
prot3721,MYL1
prot3722,HPN
prot3723,COL5A2
prot3724,GYPB
prot3725,CD1A
prot3726,CD5
prot3727,UROD
prot3728,UGT2B4
prot3729,INSR
prot3730,LCK
prot3731,FYN
prot3732,BCHE
prot3733,GLA
prot3734,CCK
prot3735,IGKV2-30
prot3736,IGKV4-1
prot3737,IGKV5-2
prot3738,IGHV4-34
prot3739,HLA-DOA
prot3740,GSN
prot3741,RB1
prot3742,PGR
prot3743,PTMA
prot3744,CDK1
prot3745,ATP5F1B
prot3746,C2
prot3747,S100A9
prot3748,S100A6
prot3749,APOA4
prot3750,CD2
prot3751,EIF4E
prot3752,CEACAM5
prot3753,CKM
prot3754,ENO1
prot3755,FCER2
prot3756,PYGL
prot3757,GPI
prot3758,POLB
prot3759,NPM1
prot3760,TPM3
prot3761,ITGAV
prot3762,CRH
prot3763,LPL
prot3764,HEXA
prot3765,KLK1
prot3766,H2BC11
prot3767,SERPINE2
prot3768,LIPF
prot3769,EPHX1
prot3770,TH
prot3771,DBI
prot3772,FABP1
prot3773,LDHB
prot3774,NEFL
prot3775,NEFM
prot3776,CENPB
prot3777,TPO
prot3778,GPX1
prot3779,THBD
prot3780,PGK2
prot3781,PROS1
prot3782,P4HB
prot3783,KLK3
prot3784,H1-0
prot3785,ASGR1
prot3786,ASGR2
prot3787,ACYP1
prot3788,CRYGC
prot3789,CRYGB
prot3790,CRYGD
prot3791,ADH1A
prot3792,FES
prot3793,CSF1R
prot3794,CTSD
prot3795,ANXA2
prot3796,C8A
prot3797,C8B
prot3798,GP1BA
prot3799,C8G
prot3800,CAPN1
prot3801,TUBB
prot3802,MT1B
prot3803,CA3
prot3804,IVL
prot3805,PRSS1
prot3806,PRSS2
prot3807,GRP
prot3808,CSN3
prot3809,CHRNG
prot3810,ADRB2
prot3811,DCN
prot3812,PSAP
prot3813,HEXB
prot3814,CTSL
prot3815,PFN1
prot3816,BPGM
prot3817,APRT
prot3818,CD3E
prot3819,EPRS1
prot3820,CTSB
prot3821,LDHC
prot3822,HSP90AA1
prot3823,GALT
prot3824,HNRNPC
prot3825,UMOD
prot3826,UQCRH
prot3827,LAMB1
prot3828,YES1
prot3829,LYN
prot3830,RET
prot3831,TPM2
prot3832,FH
prot3833,SFTPB
prot3834,ERCC1
prot3835,THBS1
prot3836,RNASE1
prot3837,GJB1
prot3838,SP1
prot3839,ZFY
prot3840,IGF1R
prot3841,RHO
prot3842,MSMB
prot3843,COL1A2
prot3844,ANXA6
prot3845,RHOC
prot3846,NGFR
prot3847,GLI1
prot3848,CHRM2
prot3849,CHRM4
prot3850,CD55
prot3851,ABCB1
prot3852,SERPINA6
prot3853,SLC3A2
prot3854,CELA2A
prot3855,CELA2B
prot3856,NR3C2
prot3857,GUSB
prot3858,PFKM
prot3859,HSP90AB1
prot3860,SRPRA
prot3861,ASNS
prot3862,ELANE
prot3863,SYP
prot3864,MMP2
prot3865,MMP3
prot3866,GSTA1
prot3867,SOD3
prot3868,CTSG
prot3869,ADH4
prot3870,HMBS
prot3871,MME
prot3872,INHBA
prot3873,MGP
prot3874,ITGA2B
prot3875,LPA
prot3876,PDHA1
prot3877,PLEK
prot3878,CD14
prot3879,COL4A2
prot3880,CYC1
prot3881,PTPRC
prot3882,SNRPB2
prot3883,MET
prot3884,MELTF
prot3885,ADRB1
prot3886,MYL3
prot3887,CFH
prot3888,FGF4
prot3889,SNRNP70
prot3890,HCK
prot3891,FCGR3A
prot3892,ITGA5
prot3893,NFIC
prot3894,VIM
prot3895,CYP3A4
prot3896,CYP21A2
prot3897,SERPINF2
prot3898,IL3
prot3899,RPS17
prot3900,F7
prot3901,KRT19
prot3902,KRT7
prot3903,GNAI3
prot3904,ANXA5
prot3905,KRT16
prot3906,IGFBP1
prot3907,STS
prot3908,CELA3B
prot3909,RPSA
prot3910,IL6R
prot3911,HTR1A
prot3912,ABHD2
prot3913,CHRM5
prot3914,ADRA2A
prot3915,ROS1
prot3916,NMB
prot3917,CD63
prot3918,PKHD1
prot3919,MRPL3
prot3920,SNRPA
prot3921,HOXD4
prot3922,HOXC4
prot3923,FGF2
prot3924,HOXB5
prot3925,POU2F2
prot3926,CELA3A
prot3927,ENO2
prot3928,HBQ1
prot3929,ACAA1
prot3930,SLC10A3
prot3931,SRP19
prot3932,DBH
prot3933,GSTA2
prot3934,GSTP1
prot3935,CST2
prot3936,SNRPC
prot3937,MMP7
prot3938,MMP10
prot3939,CD48
prot3940,VIL1
prot3941,CXCL1
prot3942,LGALS1
prot3943,QDPR
prot3944,HMGB1
prot3945,TNP1
prot3946,RBP1
prot3947,PAEP
prot3948,FBP1
prot3949,GNAO1
prot3950,SPARC
prot3951,GSTM1
prot3952,TPM1
prot3953,CLTA
prot3954,CLTB
prot3955,ANXA4
prot3956,INHBB
prot3957,CNP
prot3958,WNT2
prot3959,CD7
prot3960,GIG44
prot3961,HMOX1
prot3962,CSF1
prot3963,PDGFRB
prot3964,DLD
prot3965,HOXB7
prot3966,HOXC6
prot3967,HNRNPA1
prot3968,SNRPA1
prot3969,CTSH
prot3970,COX6C
prot3971,GIP
prot3972,SCT
prot3973,CD3G
prot3974,TACSTD2
prot3975,FGR
prot3976,LCT
prot3977,C1S
prot3978,PARP1
prot3979,POLA1
prot3980,IFI6
prot3981,IFIT2
prot3982,IFIT1
prot3983,ALOX5
prot3984,CSF3
prot3985,ALPI
prot3986,UCHL1
prot3987,FURIN
prot3988,LTA4H
prot3989,ALDOC
prot3990,NUDT7
prot3991,NUDT17
prot3992,FREM3
prot3993,RAB40AL
prot3994,C4A
prot3995,C4B_2
prot3996,NPS
prot3997,H2AZ1
prot3998,H2AC15
prot3999,H2BW2
prot4000,WEE2
prot4001,TFPT
prot4002,CCDC175
prot4003,SBK2
prot4004,SBK3
prot4005,FAM163B
prot4006,CTXN2
prot4007,FBXO45
prot4008,CT47B1
prot4009,NBPF7
prot4010,FAM86B2
prot4011,VENTXP1
prot4012,CT62
prot4013,KRTAP1-4
prot4014,H2AB1
prot4015,H2AB3
prot4016,OR4A8
prot4017,OR5AL1
prot4018,OR4Q2
prot4019,OR5G3
prot4020,OR5AC1
prot4021,OR10J4
prot4022,OR4E1
prot4023,OR52Z1
prot4024,BNIP5
prot4025,TSPAN19
prot4026,ZGLP1
prot4027,ANKRD34C
prot4028,NBEAP1
prot4029,LINGO3
prot4030,OST4
prot4031,FAM153B
prot4032,KRTAP2-3
prot4033,USP17L7
prot4034,USP17L8
prot4035,CCDC159
prot4036,SPINK8
prot4037,SFTA3
prot4038,RHOXF2B
prot4039,IQCF3
prot4040,ACSM4
prot4041,CLEC2L
prot4042,OR8U8
prot4043,TMEM191B
prot4044,OR8U9
prot4045,OR9G9
prot4046,CISD3
prot4047,RBMY1D
prot4048,RFPL3S
prot4049,SLFN14
prot4050,UQCRFS1P1
prot4051,ARMS2
prot4052,SLC35G4
prot4053,SLC35G6
prot4054,OR2T7
prot4055,OR56A5
prot4056,ATXN1L
prot4057,FRMD6-AS1
prot4058,TMEM253
prot4059,ELFN1
prot4060,ASAH2B
prot4061,ZDHHC11B
prot4062,FAM87A
prot4063,LINC00271
prot4064,FAM90A15P
prot4065,SUPT20HL2
prot4066,SEC11B
prot4067,DCAF8L2
prot4068,METTL15P1
prot4069,PRR29
prot4070,CCDC172
prot4071,FAM90A13P
prot4072,FAM90A14P
prot4073,FAM90A24P
prot4074,TBC1D3H
prot4075,ZNF688
prot4076,CCNYL3
prot4077,FTH1P19
prot4078,ZNF806
prot4079,FAM66E
prot4080,LINC00614
prot4081,LINC00032
prot4082,PIRT
prot4083,BAALC-AS2
prot4084,CECR9
prot4085,MSL3P1
prot4086,C1QTNF9
prot4087,DANCR
prot4088,LINC00869
prot4089,PLA2G4B
prot4090,JMJD7
prot4091,SPATA31D3
prot4092,FAM228B
prot4093,-
prot4094,-
prot4095,RSPH10B
prot4096,PATE4
prot4097,MYZAP
prot4098,POLR2M
prot4099,TLX1NB
prot4100,ZNF735
prot4101,PABPC4L
prot4102,UBTFL1
prot4103,UBTFL6
prot4104,LINC02877
prot4105,OCM2
prot4106,OCM
prot4107,TRGC1
prot4108,IGLC6
prot4109,EBLN1
prot4110,FAM200B
prot4111,ZSCAN5DP
prot4112,GKN3P
prot4113,IGLC1
prot4114,GPR89B
prot4115,DERPC
prot4116,CHTF8
prot4117,PRR35
prot4118,NHLRC4
prot4119,DHRS4L1
prot4120,ZNF853
prot4121,ZNF883
prot4122,GSTT2
prot4123,GSTT2B
prot4124,ZNF286B
prot4125,ZCCHC18
prot4126,GOLGA6D
prot4127,TMSB15A
prot4128,TMSB15B
prot4129,CFC1B
prot4130,CFC1
prot4131,POTEI
prot4132,POTEJ
prot4133,SP9
prot4134,CTAGE8
prot4135,FAM157B
prot4136,FAM157C
prot4137,UBB
prot4138,UBC
prot4139,FAM106C
prot4140,ZNF705D
prot4141,ZNF705B
prot4142,SPDYE6
prot4143,TRIM49
prot4144,TRIM49C
prot4145,MTRNR2L1
prot4146,MTRNR2L2
prot4147,MTRNR2L3
prot4148,MTRNR2L4
prot4149,MTRNR2L5
prot4150,MTRNR2L6
prot4151,MTRNR2L7
prot4152,MTRNR2L8
prot4153,MTRNR2L9
prot4154,MTRNR2L10
prot4155,ZNF865
prot4156,ZNF888
prot4157,DUX4L2
prot4158,DUX4L3
prot4159,DUX4L4
prot4160,DUX4L5
prot4161,DUX4L6
prot4162,DUX4L7
prot4163,GOLGA8H
prot4164,SLC35E2B
prot4165,SLC35E2A
prot4166,GAGE12F
prot4167,GAGE12G
prot4168,GAGE12I
prot4169,STAG3L1
prot4170,STAG3L2
prot4171,STAG3L3
prot4172,TSPY3
prot4173,TSPY4
prot4174,TSPY8
prot4175,TSPY10
prot4176,PRSS56
prot4177,LIMS3
prot4178,LIMS4
prot4179,SPART-AS1
prot4180,AKAIN1
prot4181,PNMA6A
prot4182,CCDC166
prot4183,DNAH10OS
prot4184,RNF224
prot4185,SMIM6
prot4186,TRAPPC2
prot4187,TRAPPC2B
prot4188,PET100
prot4189,SMIM13
prot4190,RGPD1
prot4191,RGPD2
prot4192,RBMY1A1
prot4193,RBMY1C
prot4194,PGA4
prot4195,PGA3
prot4196,PGA5
prot4197,THEGL
prot4198,RD3L
prot4199,SAA1
prot4200,SAA2
prot4201,SRGAP2C
prot4202,GIMD1
prot4203,TPBGL
prot4204,MPC1L
prot4205,ARL14EPL
prot4206,SPATA31C1
prot4207,ZNF728
prot4208,SMIM18
prot4209,SMIM17
prot4210,MT1HL1
prot4211,NPIPA8
prot4212,PRR23D2
prot4213,C8orf88
prot4214,APELA
prot4215,SETSIP
prot4216,CSH1
prot4217,CSH2
prot4218,SULT1A3
prot4219,SULT1A4
prot4220,MTRNR2L12
prot4221,SRGAP2B
prot4222,INAFM2
prot4223,C8orf89
prot4224,HNRNPCL4
prot4225,SCGB1C2
prot4226,ATXN8OS
prot4227,ADORA3
prot4228,TMIGD3
prot4229,MRLN
prot4230,OR8G3P
prot4231,-
prot4232,CT45A6
prot4233,CT45A5
prot4234,CT45A10
prot4235,CT45A7
prot4236,CT45A8
prot4237,CT45A9
prot4238,HSPA1A
prot4239,HSPA1B
prot4240,NLRP2B
prot4241,SMIM10L1
prot4242,SMIM10L2A
prot4243,SMIM10L2B
prot4244,C3orf86
prot4245,C1GALT1C1L
prot4246,PPIAL4F
prot4247,PPIAL4G
prot4248,U2AF1L5
prot4249,OPN1MW2
prot4250,OPN1MW3
prot4251,CBSL
prot4252,OR5H8
prot4253,OR13C7
prot4254,OR12D1
prot4255,STRIT1
prot4256,CGB3
prot4257,CGB7
prot4258,CDIPTOSP
prot4259,CCDC192
prot4260,IGLC2
prot4261,IGLC3
prot4262,IGHD1-1
prot4263,IGHV1-8
prot4264,IGHV3-30-3
prot4265,IGHV3-30-5
prot4266,IGHV3-43D
prot4267,IGHV4-30-4
prot4268,IGHV4-31
prot4269,IGHV4-38-2
prot4270,IGKV1-13
prot4271,CALM1
prot4272,CALM2
prot4273,CALM3
prot4274,TMEM225B
prot4275,SLURP2
prot4276,LYNX1
prot4277,FAM236C
prot4278,VSIG10L2
prot4279,DEFB130B
prot4280,DEFB130A
prot4281,MED14OS
prot4282,VSIG8
prot4283,SNHG28
prot4284,SCHIP1
prot4285,POLR1D
prot4286,ZNF723
prot4287,ECE2
prot4288,EEF1AKMT4
prot4289,EEF1AKMT4-ECE2
prot4290,TMDD1
prot4291,SMIM34B
prot4292,NBPF20
prot4293,NBPF9
prot4294,TRAV35
prot4295,C2orf27A
prot4296,CDRT15P3
prot4297,TRBV6-3
prot4298,TUBA3C
prot4299,TUBA3D
prot4300,CXorf51B
prot4301,GATD3A
prot4302,CENPVL2
prot4303,TRBD1
prot4304,H3Y1
prot4305,NOTCH2NLB
prot4306,NOTCH2NLC
prot4307,H3Y2
prot4308,ETDB
prot4309,PRR20G
prot4310,FAM243B
prot4311,TRDD1
prot4312,NPY4R2
prot4313,TAS2R33
prot4314,IGKV1D-37
prot4315,FAM246C
